25.07.2023;20:00;67
25.07.2023;19:00;68
25.07.2023;18:00;69
25.07.2023;17:00;79
25.07.2023;16:00;80
25.07.2023;15:00;80
25.07.2023;14:00;78
25.07.2023;13:00;79
25.07.2023;12:00;67
25.07.2023;11:00;59
25.07.2023;10:00;35
25.07.2023;09:00;36
25.07.2023;08:00;37
25.07.2023;07:00;32
25.07.2023;06:00;37
25.07.2023;05:00;41
25.07.2023;04:00;47
25.07.2023;03:00;51
25.07.2023;02:00;58
25.07.2023;01:00;69
25.07.2023;00:00;76
24.07.2023;23:00;68
24.07.2023;22:00;74
24.07.2023;21:00;88
24.07.2023;20:00;96
24.07.2023;19:00;108
24.07.2023;18:00;111
24.07.2023;17:00;100
24.07.2023;16:00;97
24.07.2023;15:00;109
24.07.2023;14:00;116
24.07.2023;13:00;101
24.07.2023;12:00;80
24.07.2023;11:00;81
24.07.2023;10:00;80
24.07.2023;09:00;65
24.07.2023;08:00;46
24.07.2023;07:00;46
24.07.2023;06:00;42
24.07.2023;05:00;31
24.07.2023;04:00;36
24.07.2023;03:00;24
24.07.2023;02:00;27
24.07.2023;01:00;48
24.07.2023;00:00;64
23.07.2023;23:00;46
23.07.2023;22:00;57
23.07.2023;21:00;92
