25.07.2023;20:00;62
25.07.2023;19:00;67
25.07.2023;18:00;68
25.07.2023;17:00;72
25.07.2023;16:00;74
25.07.2023;15:00;77
25.07.2023;14:00;75
25.07.2023;13:00;72
25.07.2023;12:00;62
25.07.2023;11:00;55
25.07.2023;10:00;35
25.07.2023;09:00;26
25.07.2023;08:00;34
25.07.2023;07:00;37
25.07.2023;06:00;36
25.07.2023;05:00;44
25.07.2023;04:00;46
25.07.2023;03:00;49
25.07.2023;02:00;55
25.07.2023;01:00;65
25.07.2023;00:00;74
24.07.2023;23:00;65
24.07.2023;22:00;66
24.07.2023;21:00;72
24.07.2023;20:00;88
24.07.2023;19:00;102
24.07.2023;18:00;104
24.07.2023;17:00;96
24.07.2023;16:00;91
24.07.2023;15:00;103
24.07.2023;14:00;113
24.07.2023;13:00;89
24.07.2023;12:00;66
24.07.2023;11:00;71
24.07.2023;10:00;69
24.07.2023;09:00;50
24.07.2023;08:00;43
24.07.2023;07:00;56
24.07.2023;06:00;53
24.07.2023;05:00;45
24.07.2023;04:00;56
24.07.2023;03:00;55
24.07.2023;02:00;51
24.07.2023;01:00;56
24.07.2023;00:00;60
23.07.2023;23:00;63
23.07.2023;22:00;73
23.07.2023;21:00;91
