25.07.2023;20:00;60
25.07.2023;19:00;67
25.07.2023;18:00;67
25.07.2023;17:00;71
25.07.2023;16:00;75
25.07.2023;15:00;75
25.07.2023;14:00;78
25.07.2023;13:00;74
25.07.2023;12:00;63
25.07.2023;11:00;54
25.07.2023;10:00;38
25.07.2023;09:00;23
25.07.2023;08:00;21
25.07.2023;07:00;23
25.07.2023;06:00;27
25.07.2023;05:00;36
25.07.2023;04:00;37
25.07.2023;03:00;42
25.07.2023;02:00;52
25.07.2023;01:00;61
25.07.2023;00:00;70
24.07.2023;23:00;63
24.07.2023;22:00;66
24.07.2023;21:00;76
24.07.2023;20:00;85
24.07.2023;19:00;96
24.07.2023;18:00;110
24.07.2023;17:00;95
24.07.2023;16:00;81
24.07.2023;15:00;86
24.07.2023;14:00;112
24.07.2023;13:00;92
24.07.2023;12:00;63
24.07.2023;11:00;70
24.07.2023;10:00;73
24.07.2023;09:00;58
24.07.2023;08:00;42
24.07.2023;07:00;50
24.07.2023;06:00;57
24.07.2023;05:00;35
24.07.2023;04:00;30
24.07.2023;03:00;39
24.07.2023;02:00;35
24.07.2023;01:00;36
24.07.2023;00:00;34
23.07.2023;23:00;39
23.07.2023;22:00;56
23.07.2023;21:00;88
