22.07.2023;14:00;4
22.07.2023;13:00;5
22.07.2023;12:00;4
22.07.2023;11:00;5
22.07.2023;10:00;7
22.07.2023;09:00;11
22.07.2023;08:00;15
22.07.2023;07:00;13
22.07.2023;06:00;15
22.07.2023;05:00;15
22.07.2023;04:00;23
22.07.2023;03:00;15
22.07.2023;02:00;15
22.07.2023;01:00;12
22.07.2023;00:00;10
21.07.2023;23:00;14
21.07.2023;22:00;14
21.07.2023;21:00;17
21.07.2023;20:00;15
21.07.2023;19:00;18
21.07.2023;18:00;11
21.07.2023;17:00;21
21.07.2023;16:00;15
21.07.2023;15:00;11
21.07.2023;14:00;11
21.07.2023;13:00;12
21.07.2023;12:00;12
21.07.2023;11:00;21
21.07.2023;10:00;20
21.07.2023;09:00;26
21.07.2023;08:00;33
21.07.2023;07:00;42
21.07.2023;06:00;37
21.07.2023;05:00;22
21.07.2023;04:00;20
21.07.2023;03:00;18
21.07.2023;02:00;20
21.07.2023;01:00;25
21.07.2023;00:00;21
20.07.2023;23:00;17
20.07.2023;22:00;11
20.07.2023;21:00;6
20.07.2023;20:00;6
20.07.2023;19:00;10
20.07.2023;18:00;10
20.07.2023;17:00;9
20.07.2023;16:00;8
20.07.2023;15:00;8
