25.07.2023;20:00;68
25.07.2023;19:00;72
25.07.2023;18:00;76
25.07.2023;17:00;72
25.07.2023;16:00;59
25.07.2023;15:00;75
25.07.2023;14:00;57
25.07.2023;13:00;59
25.07.2023;12:00;64
25.07.2023;11:00;60
25.07.2023;10:00;58
25.07.2023;09:00;57
25.07.2023;08:00;42
25.07.2023;07:00;41
25.07.2023;06:00;32
25.07.2023;05:00;23
25.07.2023;04:00;18
25.07.2023;03:00;15
25.07.2023;02:00;18
25.07.2023;01:00;20
25.07.2023;00:00;32
24.07.2023;23:00;42
24.07.2023;22:00;61
24.07.2023;21:00;76
24.07.2023;20:00;64
24.07.2023;19:00;92
24.07.2023;18:00;84
24.07.2023;17:00;79
24.07.2023;16:00;86
24.07.2023;15:00;81
24.07.2023;14:00;58
24.07.2023;13:00;64
24.07.2023;12:00;68
24.07.2023;11:00;80
24.07.2023;10:00;77
24.07.2023;09:00;59
24.07.2023;08:00;55
24.07.2023;07:00;59
24.07.2023;06:00;40
24.07.2023;05:00;29
24.07.2023;04:00;22
24.07.2023;03:00;18
24.07.2023;02:00;28
24.07.2023;01:00;42
24.07.2023;00:00;82
23.07.2023;23:00;109
23.07.2023;22:00;93
23.07.2023;21:00;78
